""	"AQ999"	"AQ993"	"AQ994"	"AQ996"	"AQ840"	"AQ1332"	"AQ190"	"AQ421"	"AQ423"	"AQ422"	"AQ735"	"AQ736"	"AQ733"	"AQ1409"	"AQ213"	"AQ216"	"AQ215"	"AQ502"	"AQ500"	"AQ501"	"AQ187"	"AQ188"	"AQ189"	"AQ1097"	"AQ1098"	"AQ1099"	"AQ1279"	"AQ889"	"AQ424"	"AQ710"	"AQ1461"	"AQ1463"	"AQ1462"	"AQ1464"	"AQ1515"	"AQ1514"	"AQ1516"	"AQ1513"	"AQ239"	"AQ891"	"AQ892"	"AQ525"	"AQ526"	"AQ527"	"AQ708"	"AQ709"	"AQ707"	"AQ1074"	"AQ1072"	"AQ1073"	"AQ1071"	"AQ551"	"AQ552"	"AQ554"	"AQ397"	"AQ396"	"AQ395"	"AQ398"	"AQ684"	"AQ682"	"AQ447"	"AQ605"	"AQ604"	"AQ606"	"AQ603"	"AQ1202"	"AQ1204"	"AQ1539"	"AQ1334"	"AQ1331"	"AQ1333"	"AQ944"	"AQ943"	"AQ941"	"AQ164"	"AQ161"	"AQ162"	"AQ163"	"AQ762"	"AQ760"	"AQ761"	"AQ1230"	"AQ1542"	"AQ1540"	"AQ1541"	"AQ1305"	"AQ1306"	"AQ1307"	"AQ1308"	"AQ577"	"AQ371"	"AQ370"	"AQ372"	"AQ111"	"AQ110"	"AQ112"	"AQ1047"	"AQ1045"	"AQ86"	"AQ84"	"AQ85"	"AQ1227"	"AQ629"	"AQ1228"	"AQ1176"	"AQ60"	"AQ1178"	"AQ967"	"AQ968"	"AQ969"	"AQ369"	"AQ109"	"AQ292"	"AQ293"	"AQ291"	"AQ294"	"AQ580"	"AQ630"	"AQ631"	"AQ632"	"AQ1149"	"AQ1490"	"AQ1360"	"AQ137"	"AQ136"	"AQ135"	"AQ138"	"AQ1021"	"AQ1020"	"AQ1022"	"AQ1150"	"AQ1489"	"AQ1488"	"AQ345"	"AQ346"	"AQ343"	"AQ838"	"AQ839"	"AQ837"	"AQ1019"	"AQ658"	"AQ656"	"AQ657"	"AQ655"	"AQ58"	"AQ241"	"AQ240"	"AQ242"	"AQ1177"	"AQ1126"	"AQ450"	"AQ1357"	"AQ1359"	"AQ1358"	"AQ320"	"AQ812"	"AQ1229"	"AQ499"	"AQ785"	"AQ786"	"AQ476"	"AQ475"	"AQ1436"	"AQ1437"	"AQ1435"	"AQ1438"	"AQ32"	"AQ31"	"AQ34"	"AQ318"	"AQ317"	"AQ863"	"AQ865"	"AQ866"	"AQ268"	"AQ261"	"AQ267"	"AQ266"	"AQ265"	"AQ1281"	"AQ1280"	"AQ1282"	"AQ681"	"AQ449"	"AQ448"	"AQ1100"	"AQ1125"	"AQ451"	"AQ1383"	"AQ1384"	"AQ1385"	"AQ1386"	"AQ1410"	"AQ1411"	"AQ1412"	"AQ1256"	"AQ1254"	"AQ1255"	"AQ1253"	"AQ6"	"AQ8"
"113013"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"505587"	7	0	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	11	0	0	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
"165827"	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
"563240"	0	4	0	2	3	3	0	0	1	0	0	1	12	0	1	0	0	0	4	1	0	0	0	0	2	3	8	3	0	0	5	4	14	1	0	2	6	2	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	0	0	1	3	10	0	1	1	5	0	6	0	2	0	0	0	0	1	1	0	0	0	4	0	0	1	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	0	9	5	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	1	14	2	0	6	0	0	1	0	1	6	1	0	7	0	4	0	0	0	0	1	0	0	0	1	6	0	1	0	0	1	7	0	0	6	0	0	7	0	0	0	0	0	3	1	0	0	0	0	0	0	0	4	3	0	0	0	6	0	0	1	0	0	0	0	2	2	0	4	0	3	0	0
"820978"	0	0	1	0	0	0	0	0	5	0	2	0	1	0	0	0	924	0	0	22	0	0	3	0	0	31	0	0	3	0	0	219	3	0	22	0	0	1	0	85	0	0	0	12	0	1	0	0	0	15	0	1	0	0	1	0	0	0	0	0	0	136	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	183	0	0	8	0	0	0	36	0	0	6	0	0	0	0	0	170	0	0	16	0	0	3	128	0	0	0	0	0	4	0	0	14	0	1	0	21	0	0	0	0	29	0	0	0	0	12	0	0	0	12	0	0	0	0	4	84	0	0	0	12	0	0	0	0	76	0	0	97	0	2	10	0	0	0	75	0	0	0	33	0	0	0	0	12	0	402	0	2	0	0	0	0	0	0	40	0	0	0	116	0	0	9	0	0	0	0	0	0	0	1	0	0	3	0	0	19	0	0	0	1	0	0	0
"1107833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1086889"	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"1076969"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"919487"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
"300811"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	4	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"552026"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"180752"	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	2	2	0	14	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1
"580743"	1	9	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	2	1	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	61	0	1	2	0	1	0	0	0	0	0	8	0	0	5	1	0	17	0	0	0	6	1	0	7	4	0	0	2	0	0	0	0	40	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	0	0	0	1	0	3	0	0	1	1	0	1	0	0	1	1	0	0	0	0	70	0	1	2	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	1	27	0	2	198	0	1	0	0	0	0	0	2	0	0	0	0	0	1
"609982"	0	0	1	0	0	3	0	0	0	140	1	1	0	0	2	0	12	0	2	1	12	5	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	617	0	0	246	0	0	0	0	0	0	0	0	0	0	9	1	0	0	4	0	0	35	3	0	0	5	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	73	0	0	0	0	0	0	0	0	0	4	0	1	0	0	52	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	0	4	11	0	25	0	0	0	0	0	0	0	0	0	14	52	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	13	32	0	71	0	0	0	0	0	0	1	0	12	0	39	0	1	0	0	14	0	0	0	9	93	0	62	5	0	0	0	3	1	0	0	1	0	0	0	0	0	17	0	0	2	0	3	0	0	0	0	0	0	2	0	0	0	0
"807443"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"740871"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	1	0	0	0	0	0	0	4	0	1	0	2	0	0	1	0	1	0	1	0	0	0	6	0	0	2	0	0	1	0	0	0	1	0	0	0	22	0	0	0	0	0	0	6	12	0	10	4	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	24	2	0	14	0	0	0	0	0	0	2	15	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	7	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	4	0	0
"1084157"	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
"364926"	0	0	0	0	0	0	3	0	1	0	0	6	0	0	0	43	8	0	0	1	0	0	3	0	0	8	0	0	0	1	0	20	0	0	4	0	0	0	0	5	0	0	0	2	0	4	0	0	0	6	0	0	2	3	0	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	1	0	6	0	0	0	1	0	0	4	0	0	0	0	0	1	0	1	12	0	0	0	98	0	0	0	0	1	0	0	0	8	7	0	0	8	0	21	0	0	5	1	0	0	0	7	0	0	0	2	0	0	0	0	0	16	0	0	0	6	0	0	9	0	12	0	0	267	0	2	8	0	2	0	13	0	0	0	8	0	0	0	15	1	0	5	0	0	0	0	20	0	0	0	13	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	1	0	0	0
"689950"	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"810959"	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"805151"	0	1	0	4	0	70	0	1	0	0	0	0	6	0	9	0	10	1	0	1	1	0	1	0	1	0	0	56	0	1	4	2	10	0	1	0	0	1	6	2	0	2	0	0	0	0	0	0	1	8	0	0	7	0	1	3	6	0	0	1	0	0	3	1	1	0	1	2	0	21	0	37	0	0	1	10	0	0	0	111	1	0	0	0	4	0	0	3	4	0	1	0	2	3	68	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	28	492	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	14	0	0	5	0	0	1	9	79	0	1	13	0	14	0	1	0	2	0	1	0	0	0	0	0	21	1	0	3	0	0	0	1	0	310	0	5	3	0	11	0	7	0	0	4	0	0	4	1	0	0	0	0	0	0	0	2	1	1	0	109	0	0	0	0	0
"822354"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"164190"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"557935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"612706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"439036"	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	5	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
"322927"	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0
"939892"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"1111496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	0	24	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"589792"	4	47	0	2	1	0	6	0	1	1	0	0	0	0	14	0	1	0	9	1	0	4	0	0	9	1	1	0	6	2	9	7	11	0	0	14	1	4	5	3	2	13	0	1	49	0	0	3	0	0	0	0	4	0	0	25	0	1	10	8	1	2	15	33	0	38	238	2	0	23	0	2	0	0	20	23	100	0	1	1	0	0	0	19	1	0	4	0	0	1	13	0	43	0	3	0	0	0	0	0	0	0	0	0	37	0	0	0	2	0	0	0	2	0	1	1	3	0	0	3	0	0	5	0	0	1	2	0	1	0	0	0	18	1	1	31	0	0	8	21	5	8	1	63	2	1	0	0	0	1	6	0	0	5	0	1	1	2	1	1	1	8	6	0	0	5	6	0	5	0	14	11	0	2	1	3	0	0	0	0	20	3	29	1	1	0	0	1	2	0	1	0	0	3	1	0	1	0	1	0	6
