""	"AQ999"	"AQ993"	"AQ994"	"AQ996"	"AQ840"	"AQ1332"	"AQ190"	"AQ421"	"AQ423"	"AQ422"	"AQ735"	"AQ736"	"AQ733"	"AQ1409"	"AQ213"	"AQ216"	"AQ215"	"AQ502"	"AQ500"	"AQ501"	"AQ187"	"AQ188"	"AQ189"	"AQ1097"	"AQ1098"	"AQ1099"	"AQ1279"	"AQ889"	"AQ424"	"AQ710"	"AQ1461"	"AQ1463"	"AQ1462"	"AQ1464"	"AQ1515"	"AQ1514"	"AQ1516"	"AQ1513"	"AQ239"	"AQ891"	"AQ892"	"AQ525"	"AQ526"	"AQ527"	"AQ708"	"AQ709"	"AQ707"	"AQ1074"	"AQ1072"	"AQ1073"	"AQ1071"	"AQ551"	"AQ552"	"AQ554"	"AQ397"	"AQ396"	"AQ395"	"AQ398"	"AQ684"	"AQ682"	"AQ447"	"AQ605"	"AQ604"	"AQ606"	"AQ603"	"AQ1202"	"AQ1204"	"AQ1539"	"AQ1334"	"AQ1331"	"AQ1333"	"AQ944"	"AQ943"	"AQ941"	"AQ164"	"AQ161"	"AQ162"	"AQ163"	"AQ762"	"AQ760"	"AQ761"	"AQ1230"	"AQ1542"	"AQ1540"	"AQ1541"	"AQ1305"	"AQ1306"	"AQ1307"	"AQ1308"	"AQ577"	"AQ371"	"AQ370"	"AQ372"	"AQ111"	"AQ110"	"AQ112"	"AQ1047"	"AQ1045"	"AQ86"	"AQ84"	"AQ85"	"AQ1227"	"AQ629"	"AQ1228"	"AQ1176"	"AQ60"	"AQ1178"	"AQ967"	"AQ968"	"AQ969"	"AQ369"	"AQ109"	"AQ292"	"AQ293"	"AQ291"	"AQ294"	"AQ580"	"AQ630"	"AQ631"	"AQ632"	"AQ1149"	"AQ1490"	"AQ1360"	"AQ137"	"AQ136"	"AQ135"	"AQ138"	"AQ1021"	"AQ1020"	"AQ1022"	"AQ1150"	"AQ1489"	"AQ1488"	"AQ345"	"AQ346"	"AQ343"	"AQ838"	"AQ839"	"AQ837"	"AQ1019"	"AQ658"	"AQ656"	"AQ657"	"AQ655"	"AQ58"	"AQ241"	"AQ240"	"AQ242"	"AQ1177"	"AQ1126"	"AQ450"	"AQ1357"	"AQ1359"	"AQ1358"	"AQ320"	"AQ812"	"AQ1229"	"AQ499"	"AQ785"	"AQ786"	"AQ476"	"AQ475"	"AQ1436"	"AQ1437"	"AQ1435"	"AQ1438"	"AQ32"	"AQ31"	"AQ34"	"AQ318"	"AQ317"	"AQ863"	"AQ865"	"AQ866"	"AQ268"	"AQ261"	"AQ267"	"AQ266"	"AQ265"	"AQ1281"	"AQ1280"	"AQ1282"	"AQ681"	"AQ449"	"AQ448"	"AQ1100"	"AQ1125"	"AQ451"	"AQ1383"	"AQ1384"	"AQ1385"	"AQ1386"	"AQ1410"	"AQ1411"	"AQ1412"	"AQ1256"	"AQ1254"	"AQ1255"	"AQ1253"	"AQ6"	"AQ8"
"1011088"	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
"925494"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"807522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"566216"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1111582"	1	1	7	0	0	0	0	0	0	3	0	4	0	0	0	2	6	1	0	2	0	0	0	4	0	1	0	0	7	0	0	3	0	0	0	2	3	0	0	0	1	0	0	0	1	0	0	0	2	4	0	1	0	1	0	0	1	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	5	2	0	1	0	3	1	0	0	0	0	0	0	0	1	0	5	7	1	8	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	9	0	0	0	9	0	0	2	0	2	0	1	0	0	0	0	1	2	0	0	0	2	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
"861376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"572889"	341	92	0	211	10	40	70	1658	409	223	907	321	276	1254	12	304	318	2	69	163	166	769	1092	470	605	242	0	936	21	202	177	392	143	472	664	355	241	134	9	342	9	68	323	501	750	678	1455	0	10	511	965	1	131	158	0	267	82	611	331	10	30	34	1	0	247	264	7	370	2	413	0	35	718	1383	9	284	41	620	390	330	1244	2	23	271	443	731	81	644	3	293	0	49	0	812	17	197	641	658	6	4	1758	12	1435	0	67	22	160	118	0	457	71	18	884	848	8	538	45	505	218	134	6	256	3	1125	7	7	9	416	16	74	0	0	36	911	2140	60	83	1299	246	4	443	14	137	117	318	1508	1136	94	472	2	23	838	121	6	81	4	375	21	726	21	235	528	203	346	563	63	587	2	126	26	87	381	536	11	291	43	581	349	406	679	0	5	204	0	35	2	5	0	62	0	393	13	0	413	58	29	0	690	40	522	15
"446403"	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0	10	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
"34791"	0	26	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	21	0	0	0	0	2	0	0	0	0	1	2	37	0	1	0	0	0	0	0	0	0	2	8	0	0	0	0	0	159	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	330	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	377	0	0	0	4	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	3	7	190	0	0	172	0	13	0	0	0	0	1	0	0	0	0	0	0	0
"1107128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"589376"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"553648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1108726"	2	113	2	26	101	171	0	0	20	0	0	1	301	0	5	1	1	2	85	19	1	1	0	5	100	46	416	96	2	0	311	136	273	56	3	145	150	136	5	47	56	12	0	0	2	0	0	286	126	4	1	1	6	78	0	1	2	0	2	0	0	0	50	249	1	56	118	111	44	78	1	69	5	3	5	1	27	1	0	13	10	40	15	21	65	1	168	4	86	35	55	1	11	0	4	0	0	4	3	0	0	139	0	383	199	1	125	22	124	12	20	2	0	0	0	1	0	0	1	0	41	9	14	0	0	3	312	12	30	129	112	2	237	7	0	0	1	17	225	109	0	364	3	3	6	1	1	0	45	9	0	0	26	136	0	175	5	1	12	222	0	0	144	4	103	225	58	1	0	5	0	142	11	240	4	0	0	0	0	6	64	73	1	0	0	121	6	4	20	24	4	16	2	17	104	35	289	2	140	0	0
"990864"	2	0	17	0	0	0	0	0	0	2	0	0	6	0	0	0	7	0	1	2	0	0	0	0	0	0	0	0	5	0	6	0	4	0	0	2	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	6	0	2	0	8	3	0	0	0	11	4	8	3	4	0	1	2	0	7	1	1	0	0	4	2	2	0	0	2	0	0	1	0	0	0	2	0	0	0	43	0	2	0	10	0	0	0	0	27	0	0	1	0	0	1	1	0	0	0	0	1	0	0	4	4	1	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	7	0	3	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	4	1	1	2	0	4	1	1	0	0	0	0	1	0	0	2	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0
"359750"	1	3	0	18	6	3	9	57	12	5	3	11	1	5	0	16	7	1	1	14	0	39	20	1	4	12	0	1	6	7	0	6	4	11	10	4	3	2	2	26	28	1	26	3	4	2	12	6	2	9	21	0	2	6	0	3	1	8	28	0	0	3	0	1	7	5	11	2	1	0	0	1	10	7	4	4	4	12	7	4	13	3	23	15	24	10	2	12	10	29	0	0	3	3	1	12	4	10	14	0	16	0	2	0	0	6	5	6	0	13	0	2	2	13	0	8	2	9	1	36	2	15	5	25	0	0	2	32	4	2	0	0	2	19	1	0	1	8	0	0	9	0	4	0	0	10	4	28	15	18	0	7	10	0	0	0	18	0	30	0	23	5	0	29	5	11	26	0	25	0	0	1	24	7	2	32	27	10	44	13	0	11	1	0	4	0	1	0	0	1	2	0	2	10	4	9	2	17	0	0	4
"579141"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"1076316"	2	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"909420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"538602"	0	0	0	1	2	22	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	3	0	4	8	0	0	3	0	1	1	0	2	3	0	0	0	0	2	0	0	0	0	0	21	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	1	0	1	0	0	16	0	0	6	0	0	0	0	0	0	1	5	0	0	0	22	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	2	0	4	0	3	0	0	0	1	0	0	0	0	0	7	0	5	0	0	0	1	0	0	0	4	0	0	2	0	0	0	1	0	0	3	1	0	0	0	0	0	48	0	8	0	1	0	4	0	0	187	0	1	0	0	1	2	0	0	2	0	6	55	0	0	0	0	0	6	1	4	0	0	6	0	4	0	0	0	0	0	0	43	1	0	0	0	0	0
"941278"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"530833"	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"544313"	2	2	6	0	0	0	0	0	0	0	8	0	6	0	4	0	0	0	2	3	0	2	0	0	0	0	3	0	7	0	0	1	1	0	2	1	0	0	0	6	26	37	0	0	72	0	0	0	0	0	0	0	4	0	0	5	0	0	0	5	2	1	2964	18	2	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	3	6	1	0	0	14	3	0	0	0	0	7	0	1	0	0	0	9	5	26	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	16	0	0	4	0	33	2	1	0	0	0	0	1	0	0	0	0	0	1	104	0	2	4	0	0	0	0	0	46	0	0	0	2	0	19	0	0	0	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1
"1047041"	13	1	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	1	0	1	0	0	0	17	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	35	0	0	0	0	0	0	0	0	2	0	0	2	0	0	7	11	0	0	5	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	4	1	0	2	6	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	2	0	4	0	0	0	0
"570385"	3	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
"1078207"	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"593997"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	34	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4318989"	2	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"1033018"	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"835594"	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0
"578837"	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
