""	"AQ372"	"AQ85"	"AQ136"	"AQ343"
"New.0.ReferenceOTU745"	1	0	0	0
"New.0.ReferenceOTU329"	2	0	0	0
"New.0.ReferenceOTU111"	1	0	0	0
"New.0.ReferenceOTU169"	2	0	0	1
"New.0.ReferenceOTU161"	3	1	0	0
"New.0.ReferenceOTU680"	0	1	0	14
"New.0.ReferenceOTU74"	0	0	0	2
"New.0.ReferenceOTU660"	0	0	0	2
"New.0.ReferenceOTU703"	1	0	0	2
"New.0.ReferenceOTU509"	0	0	0	4
"New.0.ReferenceOTU357"	37	3	6	0
"New.0.CleanUp.ReferenceOTU9034"	9	0	0	0
"New.0.CleanUp.ReferenceOTU16366"	0	0	1	0
"New.0.CleanUp.ReferenceOTU19193"	0	0	0	1
"New.0.CleanUp.ReferenceOTU32266"	4	0	0	1
"New.0.CleanUp.ReferenceOTU46312"	0	0	0	1
"New.0.CleanUp.ReferenceOTU74266"	0	0	0	2
"New.0.CleanUp.ReferenceOTU91364"	0	0	0	1
"New.0.CleanUp.ReferenceOTU111075"	0	0	0	1
"New.0.CleanUp.ReferenceOTU145599"	0	0	0	2
