""	"AQ840"	"AQ889"	"AQ891"	"AQ656"
"573035"	82	39	37	225
"590586"	0	0	0	2
"548576"	1	0	2	6
"1106324"	10	8	3	33
"239345"	0	3	0	0
"591748"	0	2	0	0
"712677"	0	0	0	25
"828483"	700	67	1765	69
"667570"	0	0	1	0
"1005844"	0	2	0	0
"544680"	0	57	0	60
"1011088"	1	0	0	0
"925494"	0	0	0	1
"807522"	0	3	0	0
"572889"	10	936	342	14
"34791"	0	0	1	0
"1108726"	101	96	47	364
"990864"	0	0	0	3
"359750"	6	1	26	0
"909420"	0	2	0	0
"538602"	2	8	0	0
"530833"	0	1	0	0
"544313"	0	0	6	4
"922761"	0	0	2	0
"233981"	0	87	1	0
"587444"	0	0	1	0
"563572"	0	0	2	0
"581231"	0	1	0	0
"1565317"	0	0	0	39
"584500"	0	1	0	0
"519864"	0	0	1	0
"27938"	0	0	0	1
"739614"	3	1	0	1
"350697"	1	57	1	52
"1003206"	5	0	0	0
"4360168"	0	0	0	2
"1101488"	0	12	1	0
"1083194"	0	0	0	2
"199416"	0	3	0	0
"255161"	1	0	0	0
"533373"	0	2	8	0
"1051517"	0	0	0	4
"1083508"	1	0	0	0
"42256"	0	1	0	0
"564704"	2	1	0	0
"362965"	0	0	1	0
"1104529"	1	6	6	6
"41476"	0	0	0	1
"536986"	4	0	6	0
"792393"	0	0	81	0
"509913"	7	0	0	0
"1002005"	2	7	1	11
"269774"	0	0	1	0
"1075891"	0	0	1	0
"706432"	0	0	0	1
"814282"	38	41	28	204
"441265"	0	0	0	1
"New.0.ReferenceOTU384"	4	0	0	0
"New.0.ReferenceOTU121"	0	4	0	0
"New.0.ReferenceOTU246"	0	4	0	1
"New.0.ReferenceOTU587"	0	0	10	6
"New.0.ReferenceOTU584"	0	4	0	0
"New.0.ReferenceOTU90"	0	1	0	0
"New.0.ReferenceOTU23"	0	0	0	1
"New.0.ReferenceOTU89"	0	1	0	0
"New.0.ReferenceOTU176"	0	0	0	1
"New.0.ReferenceOTU177"	0	2	0	0
"New.0.ReferenceOTU174"	0	2	0	1
"New.0.ReferenceOTU392"	2	1	0	0
"New.0.ReferenceOTU347"	0	0	16	12
"New.0.ReferenceOTU138"	0	145	0	3
"New.0.ReferenceOTU541"	0	1	0	0
"New.0.ReferenceOTU727"	0	6	1	11
"New.0.ReferenceOTU791"	0	407	2	209
"New.0.ReferenceOTU445"	4	7	4	3
"New.0.ReferenceOTU107"	0	0	1	0
"New.0.ReferenceOTU453"	8	2	0	0
"New.0.ReferenceOTU428"	0	116	0	1
"New.0.ReferenceOTU216"	0	0	57	32
"New.0.ReferenceOTU359"	5	3	0	2
"New.0.ReferenceOTU806"	0	1	0	0
"New.0.ReferenceOTU678"	0	6	0	2
"New.0.ReferenceOTU411"	0	0	1	0
"New.0.ReferenceOTU41"	0	14	0	1
"New.0.ReferenceOTU43"	791	116	1	66
"New.0.ReferenceOTU325"	1	0	1	0
"New.0.ReferenceOTU324"	0	1	0	0
"New.0.ReferenceOTU739"	13	0	0	0
"New.0.ReferenceOTU103"	0	3	0	1
"New.0.ReferenceOTU745"	0	5	11	0
"New.0.ReferenceOTU111"	0	3	1	3
"New.0.ReferenceOTU169"	1	0	0	0
"New.0.ReferenceOTU161"	0	3	44	32
"New.0.ReferenceOTU162"	0	2	0	0
"New.0.ReferenceOTU680"	0	0	1	0
"New.0.ReferenceOTU75"	0	1	0	0
"New.0.ReferenceOTU357"	25	8	0	1
"New.0.CleanUp.ReferenceOTU1621"	0	7	7	0
"New.0.CleanUp.ReferenceOTU5129"	0	1	0	0
"New.0.CleanUp.ReferenceOTU9034"	1	1	0	0
"New.0.CleanUp.ReferenceOTU10893"	0	1	0	0
"New.0.CleanUp.ReferenceOTU12736"	0	1	0	0
"New.0.CleanUp.ReferenceOTU15172"	0	0	0	1
"New.0.CleanUp.ReferenceOTU15269"	0	7	2	1
"New.0.CleanUp.ReferenceOTU16366"	0	2	0	53
"New.0.CleanUp.ReferenceOTU19193"	181	0	255	1
"New.0.CleanUp.ReferenceOTU22635"	0	19	4	0
"New.0.CleanUp.ReferenceOTU26719"	1	3	3	3
"New.0.CleanUp.ReferenceOTU27380"	0	2	0	2
"New.0.CleanUp.ReferenceOTU29632"	0	1	0	0
"New.0.CleanUp.ReferenceOTU32266"	1	1	1	0
"New.0.CleanUp.ReferenceOTU34183"	1	11	1	0
"New.0.CleanUp.ReferenceOTU38474"	0	0	0	1
"New.0.CleanUp.ReferenceOTU41194"	1	0	0	0
"New.0.CleanUp.ReferenceOTU43340"	0	11	9	0
"New.0.CleanUp.ReferenceOTU46312"	0	0	1	0
"New.0.CleanUp.ReferenceOTU50341"	0	24	5	0
"New.0.CleanUp.ReferenceOTU54406"	0	0	0	1
"New.0.CleanUp.ReferenceOTU77349"	0	0	1	0
"New.0.CleanUp.ReferenceOTU77786"	6	2	5	23
"New.0.CleanUp.ReferenceOTU102343"	0	0	1	1
"New.0.CleanUp.ReferenceOTU102856"	0	1	0	0
"New.0.CleanUp.ReferenceOTU104626"	0	12	17	1
"New.0.CleanUp.ReferenceOTU108577"	22	0	5	0
"New.0.CleanUp.ReferenceOTU111110"	0	9	0	2
"New.0.CleanUp.ReferenceOTU111477"	1	20	17	3
"New.0.CleanUp.ReferenceOTU116380"	10	2	13	0
"New.0.CleanUp.ReferenceOTU116408"	0	0	0	1
"New.0.CleanUp.ReferenceOTU121273"	2	3	3	7
"New.0.CleanUp.ReferenceOTU125389"	6	0	12	0
"New.0.CleanUp.ReferenceOTU128014"	0	1	0	0
"New.0.CleanUp.ReferenceOTU131470"	3	0	0	0
"New.0.CleanUp.ReferenceOTU136263"	0	1	0	0
"New.0.CleanUp.ReferenceOTU138349"	0	5	11	0
"New.0.CleanUp.ReferenceOTU138900"	0	3	0	0
"New.0.CleanUp.ReferenceOTU139618"	7	0	0	0
"New.1.ReferenceOTU4"	4	8	5	10
"New.1.ReferenceOTU260"	26	7	28	5
"New.1.ReferenceOTU264"	9	5	0	0
"New.1.ReferenceOTU183"	69	0	90	1
"New.1.ReferenceOTU144"	0	2	1	0
"New.1.ReferenceOTU5"	6	9	2	29
"New.1.ReferenceOTU85"	0	1	0	0
"New.1.ReferenceOTU136"	0	2	1	0
"New.1.ReferenceOTU94"	0	2	0	0
"1110317"	0	0	0	1
"692154"	0	1	0	2
"997439"	0	2	0	0
"679245"	0	1	0	1
