""	"AQ785"	"AQ786"	"AQ865"	"AQ866"
"New.0.CleanUp.ReferenceOTU15269"	7	0	10	1
"New.0.CleanUp.ReferenceOTU15705"	0	0	0	1
"New.0.CleanUp.ReferenceOTU16366"	3	60	2	16
"New.0.CleanUp.ReferenceOTU19193"	0	0	341	25
"New.0.CleanUp.ReferenceOTU20164"	0	0	0	3
"New.0.CleanUp.ReferenceOTU22635"	16	0	12	0
"New.0.CleanUp.ReferenceOTU26719"	2	3	0	5
"New.0.CleanUp.ReferenceOTU32266"	1	1	0	1
"New.0.CleanUp.ReferenceOTU34183"	1	1	1	0
"New.0.CleanUp.ReferenceOTU43340"	12	0	23	0
"New.0.CleanUp.ReferenceOTU46312"	0	0	0	3
"New.0.CleanUp.ReferenceOTU50341"	14	0	15	0
"New.0.CleanUp.ReferenceOTU77786"	2	16	0	12
"New.0.CleanUp.ReferenceOTU104626"	8	0	21	0
"New.0.CleanUp.ReferenceOTU108577"	8	0	3	8
"New.0.CleanUp.ReferenceOTU111110"	30	9	0	0
"New.0.CleanUp.ReferenceOTU111477"	13	0	20	0
"New.0.CleanUp.ReferenceOTU116380"	4	1	5	5
"New.0.CleanUp.ReferenceOTU121273"	0	10	1	6
"New.0.CleanUp.ReferenceOTU125389"	0	0	6	1
"New.0.CleanUp.ReferenceOTU138349"	1	0	13	0
"New.0.CleanUp.ReferenceOTU139618"	0	2	0	3
"New.0.CleanUp.ReferenceOTU139868"	0	0	1	0
"New.1.ReferenceOTU4"	1	3	0	4
"New.1.ReferenceOTU260"	45	2	32	23
"New.1.ReferenceOTU264"	5	8	0	10
"New.1.ReferenceOTU183"	0	0	121	6
"New.1.ReferenceOTU5"	1	8	0	15
"New.1.ReferenceOTU214"	0	1	0	0
"New.1.ReferenceOTU136"	1	0	0	0
"586093"	1	1	0	0
"692154"	0	1	0	0
"997439"	1	0	0	0
"679245"	5	3	0	0
